feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_group:GNPSGROUP:11	gnps_mn_ATTRIBUTE_group:GNPSGROUP:4	gnps_mn_ATTRIBUTE_group:GNPSGROUP:8	gnps_mn_ATTRIBUTE_group:GNPSGROUP:WT	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:A	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:B	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:C	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:D	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthB1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA2	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:WT	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
132	sirius	1.0	canopus	canopus	canopus	1.0	C9H18N2O	[M + H3N + H]+	C9H22N3O+	Amino acids and Peptides	0.313	Fatty amides	0.316	Dipeptides	0.2	Organic acids and derivatives	0.8	Carboxylic acids and derivatives	0.791	Carboxylic acid derivatives	0.594	Carboxylic acid amides	0.668	Carboxylic acid amides	0.668	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.176	38.0	0.633	8.369613191700232e+17	8.369610058261345e+17	8.369610058219402e+17																																																																																															1.0	1.0	0.075	0.086	-134.776	0.999	0.333	53.599	C9H18N2O	[M + H3N + H]+	C9H22N3O+	HEMNPHJPHULGLQ	InChI=1S/C9H18N2O/c1-8(12)11-7-4-9-2-5-10-6-3-9/h9-10H,2-7H2,1H3,(H,11,12)	N-(2-piperidin-4-ylethyl)acetamide	CC(=O)NCCC1CCNCC1	0.2	4712038;7333077	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4712038 7333077)	67108866.0	188.176	38.0	0.633	8.369613191700232e+17	8.369610058261345e+17	8.369610058219402e+17		188.1757959715817	0.67348456	0	1406284.6	0.0	2195864.875	1015680.525	0	1878899.775	674549.675	1044782.05	1019598.5	0	1406284.6	0.0	2195864.875	1015680.525	7		
133	isdb & sirius	1.0	canopus	canopus	canopus	1.0	C9H16O2	[M + H3N + H]+	C9H20NO2+	Fatty acids	0.721	Fatty acyls	0.441	Oxygenated hydrocarbons	0.186	Lipids and lipid-like molecules	0.53							Lipids and lipid-like molecules	0.53	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.149	41.0	0.684	8.369613161794843e+17	8.369610058638833e+17	8.369610058638833e+17																																															7.0	Alkaloids	0.0344827586206896	Ornithine alkaloids	0.0344827586206896	Polyamines	0.0344827586206896	1.0	0.3581361	ISDB									VWPQCOZMXULHDM							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	1.4325443506240845	1.0	1.0	1.0	0.125	0.125	-47.424	1.0	0.333	174.888	C9H16O2	[M + H3N + H]+	C9H20NO2+	PXTPQWVVTYBLBV	InChI=1S/C9H16O2/c1-8(2,10)6-5-7-9(3,4)11/h10-11H,6H2,1-4H3	2,6-Dimethylhept-3-yne-2,6-diol	CC(C)(CC#CC(C)(C)O)O	0.6	86220708	PUBCHEM:(86220708)	2.0	174.149	41.0	0.684	8.369613161794843e+17	8.369610058638833e+17	8.369610058638833e+17		174.14893178576193	0.6841622	0	6957006.075	9018004.75	7072471.875	4817571.925	0	6968853.5	6274203.8	6783019.95	7838977.375	0	6957006.075	9018004.75	7072471.875	4817571.925	7		
134	sirius	1.0	canopus	canopus	canopus	1.0	C9H18O3	[M + H3N + H]+	C9H22NO3+	Fatty acids	0.914	Fatty acyls	0.518	Fatty alcohols	0.656	Lipids and lipid-like molecules	0.583	Fatty Acyls	0.536					Fatty Acyls	0.536	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Secondary alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	192.16	41.0	0.685	8.369613174797185e+17	8.369610059058263e+17	8.369610059058263e+17																																																																																															1.0	1.0	0.355	0.355	-75.192	0.998	0.5	100.384	C9H18O3	[M + H3N + H]+	C9H22NO3+	UCFRYMYPWWSXFJ	InChI=1S/C9H18O3/c10-7-1-2-8(11)5-6-9(12)4-3-7/h7-12H,1-6H2	Cyclononane-1,4,7-triol	C1CC(CCC(CCC1O)O)O	0.3	57043543	PUBCHEM:(57043543)	2.0	192.16	41.0	0.685	8.369613174797185e+17	8.369610059058263e+17	8.369610059058263e+17		192.15951805516124	0.684631	0	83085647.5	110405663.5	87884603.5	60005383.5	0	85812897.0	76895626.5	82507646.0	96165128.5	0	83085647.5	110405663.5	87884603.5	60005383.5	-1		
135	sirius	1.0	canopus	canopus	canopus	6.0	C9H21NO3	[M + Na]+	C9H21NNaO3+	Fatty acids	0.908	Fatty amides	0.719	N-acyl amines	0.664	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.997	Amines	0.832	Alkanolamines	0.512	Alkanolamines	0.512	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.141	41.0	0.686	8.369613036678748e+17	8.369610059477693e+17	8.369610059477693e+17																																																																																															1.0	6.0	0.171	0.171	-152.736	0.012	0.225	12.195	C9H21NO3	[M + Na]+	C9H21NNaO3+	SLINHMUFWFWBMU	InChI=1S/C9H21NO3/c1-7(11)4-10(5-8(2)12)6-9(3)13/h7-9,11-13H,4-6H2,1-3H3	Tris[(S)-2-hydroxypropyl]amine	CC(CN(CC(C)O)CC(C)O)O	-0.5	22023467;6950570;6950571;7156987;7156986;7156988;7156989;10886979;24730	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00010227 NS00088221);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(170017);HSDB:(122-20-3);MESH:(24730);PUBCHEM:(22023467 6950570 6950571 7156987 7156986 7156988 7156989 10886979 24730);DSSTox:(DTXSID5021415 DTXSID50974404);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)	137690874470.0	214.141	41.0	0.686	8.369613036678748e+17	8.369610059477693e+17	8.369610059477693e+17		214.14142558880508	0.68559194	0	1804017.225	3333449.2	1893637.55	1147223.685	0	1865454.0	1940614.185	2166660.425	2205599.05	0	1804017.225	3333449.2	1893637.55	1147223.685	90		
136																																																																																																																																																									220.03926873105848	0.6928432	0	477955.8925	463467.2225	526989.05	495117.5875	0	485232.6475	439257.415	525600.9199999999	513438.77	0	477955.8925	463467.2225	526989.05	495117.5875	59		
137	sirius	1.0	canopus	canopus	canopus	2.0	C5H4N4O	[M + H]+	C5H5N4O+	Alkaloids	0.978	Pseudoalkaloids (transamidation)	0.934	Purine alkaloids	0.978	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.871	Purines and purine derivatives	0.835	Purinones	0.794	6-oxopurines	0.669	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.046	42.0	0.694	8.369613251930441e+17	8.369610060232668e+17	8.369610060232668e+17																																																																																															1.0	2.0	0.854	0.854	-19.245	0.127	0.333	37.633	C5H4N4O	[M + H]+	C5H5N4O+	FDGQSTZJBFJUBT	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	Sarkin	C1=NC2=C(N1)C(=O)N=CN2	-0.23	4400106;136636086;136648540;136662831;136913050;136913051;136960302;136961201;136961202;136961200;163285598;135398638;135407690;135437272;135450926;135480515;135492974;154062855;137185169;102431306;102495639;136016207;135507760;136069790;135546991;136242401;136242402;135948648;140814484;153693903;153694045;153694068;790;57636748	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000157);MiMeDB:(MMDBc0000497);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(135398638);SUPERNATURAL:(SN0082630);MESH:(135398638);FooDB:(FDB003949);PUBCHEM:(4400106 136636086 136648540 136662831 136913050 136913051 136960302 136961201 136961202 136961200 163285598 135398638 135407690 135437272 135450926 135480515 135492974 154062855 137185169 102431306 102495639 136016207 135507760 136069790 135546991 136242401 136242402 135948648 140814484 153693903 153694045 153694068 790 57636748);COCONUT:(CNP0229561);NORMAN:(NS00010150);METACYC:(HYPOXANTHINE);PLANTCYC:(HYPOXANTHINE);CHEBI:(17368);KEGG:(C00262);DSSTox:(DTXSID30857867 DTXSID401021473 DTXSID50722043 DTXSID60444249 DTXSID8045983);LOTUS:(Q410305);YMDB:(YMDB00555);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(FDGQSTZJBFJUBT-UHFFFAOYSA-N)	139443243390.0	137.046	42.0	0.694	8.369613251930441e+17	8.369610060232668e+17	8.369610060232668e+17		137.0458638959713	0.69401234	0	8768809.25	7122491.625	9749648.75	4501157.575	0	7487117.075	8026578.25	7030631.625	7597780.25	0	8768809.25	7122491.625	9749648.75	4501157.575	-1		
138	sirius	1.0	canopus	canopus	canopus	1.0	C7H9ClO3	[M + Na]+	C7H9ClNaO3+	Polyketides	0.738	Phenolic acids (C6-C1)	0.214	Simple phenolic acids	0.182	Organohalogen compounds	0.999	Aryl halides	0.835	Aryl chlorides	0.85			Aryl chlorides	0.85	Organic compounds; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Organochlorides; Carbonyl compounds; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	199.013	40.0	0.663	8.36961156154189e+17	8.369610060819871e+17	8.369610060819871e+17																																																																																															1.0	1.0	0.093	0.093	-107.482	1.0	1.0	43.672	C7H9ClO3	[M + Na]+	C7H9ClNaO3+	IKJWFBAAMLTMQH	InChI=1S/C7H9ClO3/c1-9-7(10-2)5-3-4-6(8)11-5/h3-4,7H,1-2H3	2-Chloro-5-(dimethoxymethyl)furan	COC(C1=CC=C(O1)Cl)OC	1.6	119084288	PUBCHEM:(119084288)	2.0	199.013	40.0	0.663	8.36961156154189e+17	8.369610060819871e+17	8.369610060819871e+17		199.01305585572152	0.7029989	0	446690.04	425398.825	469909.1	446605.3875	0	472347.845	441155.49	433820.2425	441279.775	0	446690.04	425398.825	469909.1	446605.3875	123		
139	gnps|isdb & sirius	2.0	canopus|gnps|isdb	canopus|gnps|isdb	canopus|gnps|isdb	1.0	C10H14N2O6S	[M + H3N + H]+	C10H18N3O6S+	Amino acids and Peptides	0.994	Small peptides	0.999	Tripeptides	0.998	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Peptides	0.999	Gamma-glutamyl peptides	0.997	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Alkylthiols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Thiols; Gamma-glutamyl peptides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	308.091	42.0	0.699	8.369611645553805e+17	8.369610061532902e+17	8.36961006149096e+17		CCMSLIB00006119972	spectra_filtered.mgf	BIRMINGHAM-UHPLC-MS-POS.mgf	0.970546	389988.0	0.0	0.297161	13.0	9.15527e-05	308.091	1.0	temp/spectra_filtered.mgf139	1.0	Glutathione - 40.0 eV	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	308.091	0.0	1.0			C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1		1.0	Positive	BIRMINGHAM-UHPLC-MS-POS	308.091	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C10H17N3O6S	RWSXRVCMGQZWBV-WDSKDSINSA-N	RWSXRVCMGQZWBV	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Tripeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006119972	45.0	Amino acids and Peptides	0.5	Small peptides	0.5	Tripeptides	0.5	1.0	0.8971472	ISDB	http://www.wikidata.org/entity/Q116907	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	(2S)-2-azaniumyl-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoate	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	http://www.wikidata.org/entity/Q25419	Escherichia coli	474506.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Enterobacteriales']	['Enterobacteriaceae']	['Unknown']	['Unknown']	['Escherichia coli']		['Bacteria']		['Proteobacteria']							2.0	3.0	7.088588714599609	1.0	1.0	1.0	0.012	0.012	-589.505	1.0	0.333	68.348	C10H14N2O6S	[M + H3N + H]+	C10H18N3O6S+	BPBAFZGGKPLCHG	InChI=1S/C10H14N2O6S/c1-18-6-2-5-11-19(16,17)8-3-4-10(13)9(7-8)12(14)15/h3-4,7,11,13H,2,5-6H2,1H3	4-Hydroxy-N-(3-methoxypropyl)-3-nitrobenzenesulphonamide	COCCCNS(=O)(=O)C1=CC(=C(C=C1)O)[N+](=O)[O-]	1.1	3018879	NORMAN:(NS00061095);PUBCHEM:(3018879);DSSTox:(DTXSID801000770)	137439215618.0	308.091	42.0	0.699	8.369611645553805e+17	8.369610061532902e+17	8.36961006149096e+17		308.09092063353484	0.6991576	0	301018.29	178838.0325	466980.4975	104050.7425	0	112887.615	603421.4425	222478.135	112100.37	0	301018.29	178838.0325	466980.4975	104050.7425	45	139.0	Glutathione - 40.0 eV
140	gnps & sirius	1.0	canopus & gnps	canopus & gnps	canopus & gnps	4.0	CH3O4PS	[M + H]+	CH4O4PS+	Fatty acids	0.142	Fatty acyls	0.026	Halogenated fatty acids	0.014	Organic acids and derivatives	0.963	Organic phosphonic acids and derivatives	0.64	Organic phosphonic acids	0.727			Organic phosphonic acids	0.727	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.956	39.0	0.648	8.369613181508072e+17	8.369610062245934e+17	8.369610062245934e+17		CCMSLIB00010106585	spectra_filtered.mgf	BERKELEY-LAB.mgf	0.816453	972660.0	0.0	541.615	6.0	0.0774689	142.956	1.0	temp/spectra_filtered.mgf140	1.0	Purine CollisionEnergy:102040	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+Na	143.033	0.0	1.0			c1ncc2nc[nH]c2n1	"""InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)"""		3.0	Positive	BERKELEY-LAB	143.033	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C5H4N4	KDCGOANMDULRCW-UHFFFAOYSA-N	KDCGOANMDULRCW	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Pseudoalkaloids	pteridine alkaloids	Alkaloids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010106585																																																	1.0	4.0	0.034	0.034	-48.303	0.046	0.026	15.014	CH3O4PS	[M + H]+	CH4O4PS+	OSIAURSWRZARKZ	InChI=1S/CH3O4PS/c2-1(3)6(4,5)7/h(H,2,3)(H2,4,5,7)	Thiophosphonoformic acid	C(=O)(O)P(=S)(O)O	0.0	451471	PUBCHEMANNOTATIONBIO;PUBCHEM:(451471);DSSTox:(DTXSID60332334)	137455730690.0	142.956	39.0	0.648	8.369613181508072e+17	8.369610062245934e+17	8.369610062245934e+17		142.95553321043838	0.6615764	0	149010.3925	170185.9525	211746.635	171619.7775	0	222351.8075	155748.66499999998	126585.615	197876.67	0	149010.3925	170185.9525	211746.635	171619.7775	7	140.0	Purine CollisionEnergy:102040
141	gnps & isdb & sirius	1.0	canopus|gnps|isdb	canopus & isdb	canopus & isdb	2.0	C7H16N2	[M + H]+	C7H17N2+	Alkaloids	0.989	Ornithine alkaloids	0.991	Polyamines	0.997	Organic nitrogen compounds	1.0	Organonitrogen compounds	1.0	Amines	0.99	Secondary amines	0.535	Dialkylamines	0.531	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	129.139	39.0	0.657	8.3696116796535e+17	8.369610062917023e+17	8.36961006287508e+17		CCMSLIB00016343537	spectra_filtered.mgf	GNPS-ALKYLAMINES-LIBRARY.mgf	0.889774	543575.0	0.0	15094.8	6.0	1.9792	129.139	1.0	temp/spectra_filtered.mgf141	1.0	Acetylhydrazine_Butyraldehyde (known isomers: 0; isobaric peaks in run: 2)	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	Julius	[M+H]+	131.118	130.111	1.0		Butyraldehyde_Amine_batch4_P4_C11.mzML:scan:903	CCCCNNC(C)=O	InChI=1S/C6H14N2O/c1-3-4-5-7-8-6(2)9/h7H,3-5H2,1-2H3,(H,8,9)		1.0	Positive	GNPS-ALKYLAMINES-LIBRARY	131.118	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C6H14N2O	FOVAWJIBWKCZFN-UHFFFAOYSA-N	FOVAWJIBWKCZFN						Alkaloids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016343537	24.0	Alkaloids	0.5	Pseudoalkaloids	0.5	Acetate-derived alkaloids	0.5	1.0	0.8789881	ISDB	http://www.wikidata.org/entity/Q105111980	IEVJVQXLBZUEMH-UHFFFAOYSA-N	InChI=1S/C7H16N2/c8-5-4-7-3-1-2-6-9-7/h7,9H,1-6,8H2	NCCC1CCCCN1	C7H16N2		128.131348512	2-Piperidineethanamine	IEVJVQXLBZUEMH	Alkaloids	Pseudoalkaloids	Acetate-derived alkaloids	http://www.wikidata.org/entity/Q2195173	Cymbopogon schoenanthus	913224.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Andropogoneae']	['Cymbopogon']	['Cymbopogon schoenanthus']											0.0	3.0	5.0159523487091064	1.0	1.0	2.0	0.162	0.162	-48.937	0.085	0.333	44.755	C7H16N2	[M + H]+	C7H17N2+	DDROADVTQNAKPF	InChI=1S/C7H16N2/c1-9(2)6-7-3-4-8-5-7/h7-8H,3-6H2,1-2H3	(R)-N,N-Dimethyl-1-(pyrrolidin-3-yl)methanamine	CN(C)CC1CCNC1	0.2	14086165;26368555;26368557	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(14086165 26368555 26368557);DSSTox:(DTXSID00555621);PUBMED:(null)	137506062402.0	129.139	39.0	0.657	8.3696116796535e+17	8.369610062917023e+17	8.36961006287508e+17		129.13879023645785	0.69215286	0	1568710.1749999998	191876.045	1716650.125	1576271.225	0	1562866.38	1139267.4125	1161114.0375	1190259.74	0	1568710.1749999998	191876.045	1716650.125	1576271.225	24	141.0	Acetylhydrazine_Butyraldehyde (known isomers: 0; isobaric peaks in run: 2)
142	gnps|isdb & sirius	2.0	canopus|gnps|isdb	canopus|gnps|isdb	canopus|gnps|isdb	1.0	C7H16N2	[M + H3N + H]+	C7H20N3+	Alkaloids	0.989	Ornithine alkaloids	0.994	Polyamines	0.998	Organic nitrogen compounds	1.0	Organonitrogen compounds	1.0	Amines	0.987	Secondary amines	0.731	Dialkylamines	0.737	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	146.165	40.0	0.66	8.369613328602322e+17	8.369610063588111e+17	8.369610063588111e+17		CCMSLIB00005884349	spectra_filtered.mgf	GNPS-LIBRARY.mgf	0.940464	3033770.0	0.0	1.25273	6.0	0.000183105	146.165	1.0	temp/spectra_filtered.mgf142	1.0	SPERMIDINE - 40.0 eV	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	146.165	0.0	1.0	334-50-9		NCCCCNCCCN	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2		1.0	Positive	GNPS-LIBRARY	146.165	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C7H19N3	ATHGHQPFGPMSJY-UHFFFAOYSA-N	ATHGHQPFGPMSJY	Organic nitrogen compounds	Organonitrogen compounds	Amines	Ornithine alkaloids	Polyamines	Alkaloids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00005884349	7.0	Alkaloids	0.0344827586206896	Ornithine alkaloids	0.0344827586206896	Polyamines	0.0344827586206896	1.0	0.8007236	ISDB	http://www.wikidata.org/entity/Q418834	ATHGHQPFGPMSJY-UHFFFAOYSA-N	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	NCCCCNCCCN	C7H19N3		145.15789760799998	Spermidine	ATHGHQPFGPMSJY	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q25419	Escherichia coli	474506.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Enterobacteriales']	['Enterobacteriaceae']	['Unknown']	['Unknown']	['Escherichia coli']		['Bacteria']		['Proteobacteria']							2.0	3.0	6.702894449234009	1.0	1.0	1.0	0.288	0.288	-34.604	1.0	0.5	34.073	C7H16N2	[M + H3N + H]+	C7H20N3+	SYHYEHLVWQUVFG	InChI=1S/C7H16N2/c1-3-5-9-6-4-7(2)8/h8-9H,3-6H2,1-2H3	3-imino-N-propylbutan-1-amine	CCCNCCC(=N)C	0.4	123824086	PUBCHEM:(123824086)	2.0	146.165	40.0	0.66	8.369613328602322e+17	8.369610063588111e+17	8.369610063588111e+17		146.16517015465985	0.6975984	0	8093568.375	1435086.925	9098563.375	8471836.875	0	8276855.625	6325384.375	6309224.35	6187591.2	0	8093568.375	1435086.925	9098563.375	8471836.875	7	142.0	SPERMIDINE - 40.0 eV
