feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_group:GNPSGROUP:11	gnps_mn_ATTRIBUTE_group:GNPSGROUP:4	gnps_mn_ATTRIBUTE_group:GNPSGROUP:8	gnps_mn_ATTRIBUTE_group:GNPSGROUP:WT	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:A	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:B	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:C	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:D	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthB1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA2	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:WT	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
1065																																																																																																																																																									515.9710697593277	10.4285555	0	0.0	917196.0525	0.0	0.0	0	190084.89	251375.6875	235094.2	240641.275	0	0.0	917196.0525	0.0	0.0	-1		
1066																																																																																																																																																									368.04030742621575	10.427004	0	0.0	9894519.5	0.0	0.0	0	2164179.75	2426197.25	2872392.0	2431750.5	0	0.0	9894519.5	0.0	0.0	36		
1067	sirius	1.0	canopus	canopus	canopus	1.0	C8H17N3O8S2	[M + Na]+	C8H17N3NaO8S2+	Amino acids and Peptides	0.908	Small peptides	0.832	Aminoacids	0.358	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.869	Amino acids, peptides, and analogues	0.851	Amino acids and derivatives	0.849	Alpha amino acids	0.872	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Sulfenyl compounds; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	370.037	626.0	10.427	8.39079973226533e+17	8.390796441246473e+17	8.390796441246473e+17																																																																																															1.0	1.0	-inf	-inf	-130.879	0.997	1.0	117.426	C8H17N3O8S2	[M + Na]+	C8H17N3NaO8S2+	WYAQZCARSTZBBO	InChI=1S/C8H17N3O8S2/c1-6(9)2-4-21(17,18)11(3-5-20(10,15)16)19-8(14)7(12)13/h6H,2-5,9H2,1H3,(H,12,13)(H2,10,15,16)	2-[3-Aminobutylsulfonyl(2-sulfamoylethyl)amino]oxy-2-oxoacetic acid	CC(CCS(=O)(=O)N(CCS(=O)(=O)N)OC(=O)C(=O)O)N	-4.2	91209259	PUBCHEM:(91209259)	2.0	370.037	626.0	10.427	8.39079973226533e+17	8.390796441246473e+17	8.390796441246473e+17		370.037031840766	10.426466	0	0.0	4351869.3	0.0	0.0	0	952488.55	1082767.5	1260184.125	1056429.125	0	0.0	4351869.3	0.0	0.0	36		
1068																																																																																																																																																									266.11457184172133	10.428875	0	0.0	10829223.75	0.0	0.0	0	2570371.0	2343787.25	3480704.5	2434361.0	0	0.0	10829223.75	0.0	0.0	53		
1069	sirius	1.0	canopus	canopus	canopus	1.0	C28H16N4O8	[M + K]+	C28H16KN4O8+	Alkaloids	0.779	Tryptophan alkaloids	0.235	Pyrroloquinoline alkaloids	0.283	Benzenoids	0.983	Benzene and substituted derivatives	0.789	Benzoic acids and derivatives	0.636	Benzoic acids	0.587	Benzoic acids	0.587	Organic compounds; Organoheterocyclic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	575.058	625.0	10.415	8.39080046635243e+17	8.390796441959505e+17	8.390796441959505e+17																																																																																															1.0	1.0	0.021	0.021	-218.989	0.646	0.094	39.404	C28H16N4O8	[M + K]+	C28H16KN4O8+	APALPXPTGXRTMV	InChI=1S/C28H16N4O8/c1-29-25(33)19-11-18(14-6-4-8-16(10-14)32(39)40)24-22-20(26(34)30(2)28(24)36)12-17(23(21(19)22)27(29)35)13-5-3-7-15(9-13)31(37)38/h3-12H,1-2H3	6,13-Dimethyl-2,9-bis(3-nitrophenyl)-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),2,4(16),8,10-pentaene-5,7,12,14-tetrone	CN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)N(C3=O)C)C6=CC(=CC=C6)[N+](=O)[O-]	4.0	58490173	PUBCHEM:(58490173)	2.0	575.058	625.0	10.415	8.39080046635243e+17	8.390796441959505e+17	8.390796441959505e+17		575.0583639232398	10.414859	0	0.0	7830472.125	0.0	0.0	0	1985268.75	1682084.125	2048260.75	2114858.5	0	0.0	7830472.125	0.0	0.0	27		
1070																																																																																																																																																									208.0253588510685	10.44371	0	0.0	1153215.725	0.0	0.0	0	310881.1	254900.625	312165.55	275268.45	0	0.0	1153215.725	0.0	0.0	53		
1071	sirius	1.0	canopus	canopus	canopus	2.0	C16H19ClN4O2S2	[M + K]+	C16H19ClKN4O2S2+	Amino acids and Peptides	0.739	Oligopeptides	0.867	Cyclamides	0.151	Organohalogen compounds	0.999	Aryl halides	0.982	Aryl chlorides	0.985			Aryl chlorides	0.985	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl chlorides; Organochlorides; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	437.025	626.0	10.437	8.390800708950976e+17	8.390796442630593e+17	8.390796442630593e+17																																																																																															1.0	2.0	0.076	0.076	-285.085	0.057	0.861	61.593	C16H19ClN4O2S2	[M + K]+	C16H19ClKN4O2S2+	ZGIHZAVRVCNZBL	InChI=1S/C16H19ClN4O2S2/c1-4-24-16-21-20-15(25-16)19-14(23)12(9(2)3)18-13(22)10-5-7-11(17)8-6-10/h5-9,12H,4H2,1-3H3,(H,18,22)(H,19,20,23)	4-chloro-N-[(2R)-1-[(5-ethylsulfanyl-1,3,4-thiadiazol-2-yl)amino]-3-methyl-1-oxobutan-2-yl]benzamide	CCSC1=NN=C(S1)NC(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)Cl	4.1	15945077;9459571;9459576	CHEBI:(117076);PUBCHEM:(15945077 9459571 9459576);PUBMED	98.0	437.025	626.0	10.437	8.390800708950976e+17	8.390796442630593e+17	8.390796442630593e+17		437.0252996634952	10.435478	0	0.0	515170.835	0.0	0.0	0	130582.9	116016.325	137425.235	131146.375	0	0.0	515170.835	0.0	0.0	-1		
1072	sirius	1.0	canopus	canopus	canopus	6.0	C19H22IN5O8	[M + H]+	C19H23IN5O8+	Amino acids and Peptides	0.293	Oligopeptides	0.482	Depsipeptides	0.081	Organic acids and derivatives	0.96	Carboxylic acids and derivatives	0.883	Amino acids, peptides, and analogues	0.625	Amino acids and derivatives	0.619	Alpha amino acids and derivatives	0.557	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl iodides; Carboxylic acid derivatives; Iodobenzenes; Organoiodides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Vinyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	576.057	626.0	10.436	8.390800511357313e+17	8.390796443008081e+17	8.390796443008081e+17																																																																																															1.0	6.0	-inf	-inf	-430.335	0.017	0.015	40.822	C19H22IN5O8	[M + H]+	C19H23IN5O8+	NYGJTIBNILDKQS	InChI=1S/C19H22IN5O8/c1-9(26)29-6-12-16(31-10(2)27)13(7-30-12)32-14(28)5-25-8-21-15-17(24-33-11-3-4-11)22-19(20)23-18(15)25/h8,11-13,16H,3-7H2,1-2H3,(H,22,23,24)	[(3R,4R,5R)-4-acetyloxy-5-(acetyloxymethyl)oxolan-3-yl] 2-[6-(cyclopropyloxyamino)-2-iodopurin-9-yl]acetate	CC(=O)OCC1C(C(CO1)OC(=O)CN2C=NC3=C(N=C(N=C32)I)NOC4CC4)OC(=O)C	1.3	90978022	PUBCHEM:(90978022)	2.0	576.057	626.0	10.436	8.390800511357313e+17	8.390796443008081e+17	8.390796443008081e+17		576.0568097726677	10.435478	0	0.0	10937164.75	0.0	0.0	0	2948011.5	2119701.0	3194034.5	2675417.75	0	0.0	10937164.75	0.0	0.0	27		
1073																																																																																																																																																									723.9872422255221	10.440996	0	0.0	986587.6225	0.0	0.0	0	252650.8125	220041.125	253141.45	260754.235	0	0.0	986587.6225	0.0	0.0	48		
1074	isdb & sirius	1.0	canopus	canopus	canopus	1.0	C18H14N4O6S3	[M + K]+	C18H14KN4O6S3+	Amino acids and Peptides	0.98	β-lactams	0.757	Cephalosporins	0.812	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.919	Amino acids, peptides, and analogues	0.881	Amino acids and derivatives	0.878	Alpha amino acids and derivatives	0.876	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazines; Azetidines; Lactams; Beta lactams; Cephems; Cephalosporins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Carboxylic acids; 1,3-thiazines; Tertiary carboxylic acid amides; Thiohemiaminal derivatives; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	516.969	627.0	10.443	8.390799753656282e+17	8.390796443721112e+17	8.390796443721112e+17																																															27.0							1.0	0.41989303	ISDB									IKRVLETVVQWLNQ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	1.6795721054077148	1.0	1.0	1.0	0.016	0.023	-265.154	0.81	0.35	44.307	C18H14N4O6S3	[M + K]+	C18H14KN4O6S3+	JPFCWEQMGLQWFF	InChI=1S/C18H14N4O6S3/c23-11-3-12-21(11)9(5-30-12)16(25)27-7-28-17(26)10-6-31-15-13(14(24)22(10)15)8-4-20-1-2-29-18(20)19-8/h4-6,12-13,15H,1-3,7H2	[(5R)-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-ene-2-carbonyl]oxymethyl (5R)-6-(2,3-dihydroimidazo[2,1-b][1,3]thiazol-6-yl)-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate	C1CSC2=NC(=CN21)C3C4N(C3=O)C(=CS4)C(=O)OCOC(=O)C5=CSC6N5C(=O)C6	0.4	67570493	PUBCHEM:(67570493)	2.0	516.969	627.0	10.443	8.390799753656282e+17	8.390796443721112e+17	8.390796443721112e+17		516.9690110003351	10.442651	0	0.0	9323562.25	0.0	0.0	0	2229518.5	2432909.75	2303539.5	2357594.5	0	0.0	9323562.25	0.0	0.0	27		
1075	isdb	1.0																																																																													36.0	Alkaloids	0.1538461538461538	Peptide alkaloids	0.1538461538461538	Dipeptides	0.0769230769230769	1.0	0.30565992	ISDB									BEVYCXGDASRHRK							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	1.2226396799087524	1.0																											262.1060856528377	10.374532	0	678205.77	139601.315	530672.2675	693590.2075	0	478361.89	486536.105	464500.18	612671.385	0	678205.77	139601.315	530672.2675	693590.2075	36		
1076																																																																																																																																																									724.9855466663446	10.446562	0	0.0	1128487.65	0.0	0.0	0	284464.35	250494.0	308792.65	284736.65	0	0.0	1128487.65	0.0	0.0	48		
1077																																																																																																																																																									517.9670588343619	10.451136	0	0.0	17236183.75	0.0	0.0	0	4315456.5	4298602.5	4546667.0	4075457.75	0	0.0	17236183.75	0.0	0.0	27		
1078																																																																																																																																																									514.9693618012415	10.44916	0	0.0	631346.2575000001	0.0	0.0	0	188540.1875	181481.985	120891.57	140432.515	0	0.0	631346.2575000001	0.0	0.0	-1		
1079	sirius	1.0	canopus	canopus	canopus	1.0	C7H4ClF3N2O3S	[M + Na]+	C7H4ClF3N2NaO3S+	Alkaloids	0.218	β-lactams	0.078	Pyridine alkaloids	0.028	Organohalogen compounds	1.0	Aryl halides	0.793	Aryl chlorides	0.932			Aryl chlorides	0.932	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Aryl chlorides; Organochlorides; Organofluorides; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	310.948	627.0	10.458	8.39079933837823e+17	8.390796445440777e+17	8.390796445440777e+17																																																																																															1.0	1.0	0.028	0.028	-140.951	0.288	0.692	9.519	C7H4ClF3N2O3S	[M + Na]+	C7H4ClF3N2NaO3S+	QBEPUMYJPSFUNN	InChI=1S/C7H4ClF3N2O3S/c8-17(15,16)5-2-1-4(3-12-5)13-6(14)7(9,10)11/h1-3H,(H,13,14)	5-(Trifluoroacetamido)pyridine-2-sulfonyl chloride	C1=CC(=NC=C1NC(=O)C(F)(F)F)S(=O)(=O)Cl	1.5	82055441	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(82055441)	67108866.0	310.948	627.0	10.458	8.39079933837823e+17	8.390796445440777e+17	8.390796445440777e+17		310.94804779184943	10.45899	0	0.0	642973.4125	0.0	0.0	0	153498.5625	174680.5	157657.25	157137.1	0	0.0	642973.4125	0.0	0.0	-1		
1080																																																																																																																																																									140.98577194231075	10.463344	0	445730.465	454145.3175	458904.8475	558056.715	0	423442.9275	531839.9575	476797.4975	484756.9625	0	445730.465	454145.3175	458904.8475	558056.715	2		
1081	isdb & sirius	1.0	canopus|isdb	canopus	canopus	1.0	C11H18N3O2	[M + K]+	C11H18KN3O2+	Alkaloids	0.79	Small peptides	0.175	Aminoacids	0.06	Organoheterocyclic compounds	0.889	Azacyclic compounds	0.881					Azacyclic compounds	0.881	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263.104	628.0	10.465	8.390799517433073e+17	8.390796446153809e+17	8.390796446153809e+17																																															36.0	Alkaloids	0.1538461538461538	Peptide alkaloids	0.1538461538461538	Dipeptides	0.0769230769230769	3.0	0.4928723	ISDB	http://www.wikidata.org/entity/Q75069302	CCQGILKXXNXARM-UHFFFAOYSA-N	InChI=1S/C13H14N2O4/c1-3-8-10(16)6(12(18)14-8)5-7-11(17)9(4-2)15-13(7)19/h3-4,16-17H,5H2,1-2H3,(H,14,18)(H,15,19)	CC=C1NC(=O)C(CC2=C(O)C(=CC)NC2=O)=C1O	C13H14N2O4		262.095356928	Dietziamide A	CCQGILKXXNXARM	Alkaloids			http://www.wikidata.org/entity/Q25841984	Dietzia timorensis	416960.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Corynebacteriales']	['Dietziaceae']	['Unknown']	['Dietzia']	['Dietzia timorensis']		['Bacteria']									1.0	1.0	3.471489191055298	1.0	1.0	1.0	-inf	-inf	-222.873	0.993	1.0	141.839	C11H18N3O2	[M + K]+	C11H18KN3O2+	XRQFTZJKAOMROS	InChI=1S/C11H18N3O2/c1-10(2)7-8(11(3,4)14(10)16)12-9(15)13-5-6-13/h7H,5-6H2,1-4H3,(H,12,15)		CC1(C=C(C(N1[O])(C)C)NC(=O)N2CC2)C	-0.1	131883568	PUBCHEM:(131883568)	2.0	263.104	628.0	10.465	8.390799517433073e+17	8.390796446153809e+17	8.390796446153809e+17		263.1038178392334	10.465502	0	1203220.085	434139.155	1085544.88	1267384.6	0	888088.26	989203.695	917617.965	1195378.8	0	1203220.085	434139.155	1085544.88	1267384.6	36		
1082	sirius	1.0	canopus	canopus	canopus	1.0	C11H5ClN2O2S2	[M + K]+	C11H5ClKN2O2S2+	Alkaloids	0.187	Fatty acyls	0.063	Oxygenated hydrocarbons	0.034	Organoheterocyclic compounds	0.999	Thiophenes	0.972	2,5-disubstituted thiophenes	0.803			2,5-disubstituted thiophenes	0.803	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiophenes; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Aryl chlorides; Sulfonyls; Organochlorides; Aryl halides; 2,5-disubstituted thiophenes; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	334.912	628.0	10.466	8.39079935477796e+17	8.390796446489353e+17	8.390796446489353e+17																																																																																															1.0	1.0	0.035	0.035	-137.394	0.403	0.672	25.234	C11H5ClN2O2S2	[M + K]+	C11H5ClKN2O2S2+	PPNOEJHHECQFOU	InChI=1S/C11H5ClN2O2S2/c12-11(7(6-13)8-2-1-5-17-8)9-3-4-10(18-9)14(15)16/h1-5H	(E)-3-chloro-3-(5-nitrothiophen-2-yl)-2-thiophen-2-ylprop-2-enenitrile	C1=CSC(=C1)C(=C(C2=CC=C(S2)[N+](=O)[O-])Cl)C#N	3.7	114033393	PUBCHEM:(114033393)	2.0	334.912	628.0	10.466	8.39079935477796e+17	8.390796446489353e+17	8.390796446489353e+17		334.91171272582346	10.466392	0	534650.36	189189.3675	574011.5475	518867.735	0	395911.9825	503184.37	455762.72	461859.9375	0	534650.36	189189.3675	574011.5475	518867.735	-1		
1083	isdb	1.0	isdb	isdb	isdb																																																																										36.0	Alkaloids	0.1538461538461538	Peptide alkaloids	0.1538461538461538	Dipeptides	0.0769230769230769	2.0	0.3168771	ISDB	http://www.wikidata.org/entity/Q110198015	UGVGDXQGYRZIDA-UHFFFAOYSA-N	InChI=1S/C12H12N2O4/c15-7-12(18)11(17)13-9(10(16)14-12)6-8-4-2-1-3-5-8/h1-6,15,18H,7H2,(H,13,17)(H,14,16)	O=C1NC(O)(CO)C(=O)NC1=Cc1ccccc1	C12H12N2O4		248.079706864	6-Benzylidene-3-hydroxy-3-(hydroxymethyl)piperazine-2,5-dione	UGVGDXQGYRZIDA	Alkaloids	Peptide alkaloids	Other indole diketopiperazine alkaloids	http://www.wikidata.org/entity/Q134359	Aspergillus fumigatus	278828.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus fumigatus']											0.0	2.0	2.267508387565613	1.0																											249.08814748497068	10.46739	0	1246508.46	898612.4775	1111964.425	1354305.95	0	1012816.7975	1199357.365	954905.325	1444311.825	0	1246508.46	898612.4775	1111964.425	1354305.95	36		
1084	sirius	1.0	canopus	canopus	canopus	6.0	C5H8BrNO4S2	[M + Na]+	C5H8BrNNaO4S2+	Amino acids and Peptides	0.769	Fatty Acids and Conjugates	0.282	Halogenated fatty acids	0.367	Organic acids and derivatives	0.998	Organic sulfonic acids and derivatives	0.696	Organosulfonic acids and derivatives	0.697	Organosulfonamides	0.553	Organosulfonamides	0.553	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organobromides; Organosulfonamides; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	311.896	628.0	10.468	8.390799177191121e+17	8.390796447160442e+17	8.390796447160442e+17																																																																																															1.0	6.0	-inf	-inf	-87.948	0.033	0.08	24.204	C5H8BrNO4S2	[M + Na]+	C5H8BrNNaO4S2+	XYQJSCBRPZJBTJ	InChI=1S/C5H8BrNO4S2/c6-4-13(10,11)7-5-1-2-12(8,9)3-5/h1-2,5,7H,3-4H2	1-bromo-N-(1,1-dioxo-2,3-dihydrothiophen-3-yl)methanesulfonamide	C1C(C=CS1(=O)=O)NS(=O)(=O)CBr	-0.4	83085674	PUBCHEM:(83085674)	2.0	311.896	628.0	10.468	8.390799177191121e+17	8.390796447160442e+17	8.390796447160442e+17		311.89572896229964	10.470632	0	429977.2725	0.0	483065.1325	397779.0575	0	328224.2425	375446.7875	309592.5625	297557.87	0	429977.2725	0.0	483065.1325	397779.0575	-1		
1085	sirius	1.0	canopus	canopus	canopus	1.0	C14H15Cl2N3O3	[M + Na]+	C14H15Cl2N3NaO3+	Alkaloids	0.676	Tryptophan alkaloids	0.204	Carboline alkaloids	0.347	Organic acids and derivatives	0.498	Carboxylic acids and derivatives	0.469	Amino acids, peptides, and analogues	0.505	Amino acids and derivatives	0.504	Amino acids and derivatives	0.504	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Amines; Dichlorobenzenes; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	366.04	629.0	10.484	8.390799263509901e+17	8.390796447495986e+17	8.390796447495986e+17																																																																																															1.0	1.0	0.05	0.05	-376.11	0.999	1.0	66.575	C14H15Cl2N3O3	[M + Na]+	C14H15Cl2N3NaO3+	QHWMBQIDSUDHHK	InChI=1S/C14H15Cl2N3O3/c1-21-17-8-10-3-2-6-19(9-10)22-14(20)18-11-4-5-12(15)13(16)7-11/h3-5,7-8H,2,6,9H2,1H3,(H,18,20)	3-Pyridinecarboxaldehyde, 1,2,5,6-tetrahydro-1-((((3,4-dichlorophenyl)amino)carbonyl)oxy)-, 3-(O-methyloxime), (E)-	CON=CC1=CCCN(C1)OC(=O)NC2=CC(=C(C=C2)Cl)Cl	3.4	9588826;6448680	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(9588826 6448680)	67108866.0	366.04	629.0	10.484	8.390799263509901e+17	8.390796447495986e+17	8.390796447495986e+17		366.03987494046817	10.483685	0	0.0	406842.94	0.0	0.0	0	156097.4375	82564.675	79563.015	88617.8125	0	0.0	406842.94	0.0	0.0	-1		
