cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:11	ATTRIBUTE_group:GNPSGROUP:4	ATTRIBUTE_group:GNPSGROUP:8	ATTRIBUTE_group:GNPSGROUP:WT	ATTRIBUTE_replicate:GNPSGROUP:nan	ATTRIBUTE_replicate:GNPSGROUP:A	ATTRIBUTE_replicate:GNPSGROUP:B	ATTRIBUTE_replicate:GNPSGROUP:C	ATTRIBUTE_replicate:GNPSGROUP:D	ATTRIBUTE_mutant:GNPSGROUP:nan	ATTRIBUTE_mutant:GNPSGROUP:xthA1	ATTRIBUTE_mutant:GNPSGROUP:xthB1	ATTRIBUTE_mutant:GNPSGROUP:xthA2	ATTRIBUTE_mutant:GNPSGROUP:WT
830	325.32126591525326	8.696873	0	273751.1675	132095.9225	195667.99	223406.78499999997	0	167214.1975	273249.665	175426.41749999998	209031.585	0	273751.1675	132095.9225	195667.99	223406.78499999997
831	263.23701563910424	8.695095	0	3040127.875	1439203.315	2362747.25	2866056.425	0	1961752.715	3020783.85	2572988.15	2152610.15	0	3040127.875	1439203.315	2362747.25	2866056.425
832	280.2635954676277	8.695095	0	24925874.0	12069202.5	19344388.5	23750746.5	0	16079453.5	25009445.5	21211430.25	17789882.25	0	24925874.0	12069202.5	19344388.5	23750746.5
833	245.22637483528283	8.694276	0	660941.8625	308572.90249999997	518584.2775	640328.1425	0	444702.33999999997	652798.15	557242.34	473684.355	0	660941.8625	308572.90249999997	518584.2775	640328.1425
834	319.2841940125808	8.700398	0	260814.815	245619.3125	264039.9075	238670.2725	0	279685.57	234940.25999999998	251866.3075	242652.17	0	260814.815	245619.3125	264039.9075	238670.2725
835	223.20568252600808	8.70062	0	577879.26	555824.6375	564195.2025	575480.59	0	574551.6125	548800.9425	598373.14	551653.995	0	577879.26	555824.6375	564195.2025	575480.59
836	363.3103771904548	8.709126	0	185715.3425	179075.825	182468.10749999998	178470.1275	0	190097.7225	170130.0075	178660.95	186840.7225	0	185715.3425	179075.825	182468.10749999998	178470.1275
837	321.1823802403473	8.733638	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
838	344.2583852015654	8.731539	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
839	280.2635704858104	8.806701	0	2629716.975	1343649.525	2046519.3499999999	2685700.9749999996	0	1691619.25	2713058.475	2298876.525	2002032.575	0	2629716.975	1343649.525	2046519.3499999999	2685700.9749999996
840	263.2369736310348	8.80833	0	303215.87	141898.865	239755.36	324526.465	0	178119.2325	323051.57499999995	265041.1575	243184.595	0	303215.87	141898.865	239755.36	324526.465
841	299.2005081568366	8.81301	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
842	321.18237671123	8.761012	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
843	261.8948761915905	8.822995	0	290778.4625	292629.0575	288419.855	291150.245	0	283803.695	298841.04500000004	285902.285	294430.595	0	290778.4625	292629.0575	288419.855	291150.245
844	235.2056130746312	8.835408	0	201207.205	206029.35	198298.355	202327.955	0	202588.6725	201205.525	201129.96	202938.7075	0	201207.205	206029.35	198298.355	202327.955
845	339.289293542658	8.840603	0	31465.3175	0.0	100733.025	84660.515	0	61512.2375	122643.4875	32703.1325	0.0	0	31465.3175	0.0	100733.025	84660.515
846	426.324244880388	8.873736	0	176315.5075	163333.82749999998	160874.845	175520.14250000002	0	162595.2925	158484.1775	169145.0075	185819.845	0	176315.5075	163333.82749999998	160874.845	175520.14250000002
847	269.26678928247446	8.875955	0	987756.19	505721.87	691170.65	1001657.35	0	624981.97	1012490.3	792404.675	756429.115	0	987756.19	505721.87	691170.65	1001657.35
848	268.2634905384677	8.875498	0	4993830.25	2671195.475	3637352.35	4956745.575	0	3281959.2	4989875.725	4148118.625	3839170.1	0	4993830.25	2671195.475	3637352.35	4956745.575
849	480.1574088189306	8.896168	0	256296.8475	306450.135	370659.195	298990.605	0	302697.68	281736.595	294070.97250000003	353891.53500000003	0	256296.8475	306450.135	370659.195	298990.605
850	485.1126986305844	8.896398	0	1209646.175	1424399.3	1579466.025	1274269.75	0	1267984.45	1363991.65	1290298.5	1565506.65	0	1209646.175	1424399.3	1579466.025	1274269.75
851	508.1887724416383	8.896398	0	940871.1525	1110760.335	1212833.0	1030974.8225	0	1021748.1725	1053544.6099999999	994564.04	1225582.4875	0	940871.1525	1110760.335	1212833.0	1030974.8225
852	463.1306511041833	8.8966255	0	605009.1025	689124.875	784801.6375	670305.39	0	655525.3700000001	673659.3875	642935.4975	777120.75	0	605009.1025	689124.875	784801.6375	670305.39
853	445.1200679888041	8.896449	0	421444.715	454360.885	540073.155	476930.0125	0	482554.615	436000.2725	430507.77249999996	543746.1075	0	421444.715	454360.885	540073.155	476930.0125
854	371.10124485272127	8.896908	0	309712.1875	371085.245	428934.435	385119.83	0	369719.6	344917.0775	346661.6	433553.42	0	309712.1875	371085.245	428934.435	385119.83
855	297.082412596187	8.895947	0	288513.2925	349121.985	399229.3	352541.815	0	347125.81	331357.0325	317343.7225	393579.8275	0	288513.2925	349121.985	399229.3	352541.815
856	163.96499360069154	8.908648	0	276906.18	271251.72750000004	287560.4775	272182.6825	0	274157.37	272606.45999999996	280295.385	280841.85250000004	0	276906.18	271251.72750000004	287560.4775	272182.6825
857	237.22122967884013	8.9547415	0	596737.85	575597.94	553605.565	595110.65	0	587987.985	559011.045	580512.4400000001	593540.5349999999	0	596737.85	575597.94	553605.565	595110.65
858	261.89483797973736	8.979434	0	297114.91500000004	299744.7275	294116.945	290394.5725	0	294955.92000000004	289066.96499999997	298307.40249999997	299040.8725	0	297114.91500000004	299744.7275	294116.945	290394.5725
859	311.2554812773083	8.976876	0	251357.39	247092.1075	236777.5025	229291.47749999998	0	232330.6825	237428.02500000002	251127.63	243632.14	0	251357.39	247092.1075	236777.5025	229291.47749999998
860	151.09647028486918	8.987372	0	212213.4375	209178.51750000002	206826.5025	208374.635	0	209529.25	212235.0975	201581.39	213247.35499999998	0	212213.4375	209178.51750000002	206826.5025	208374.635
861	378.3577021991896	8.987234	0	672175.1900000001	670762.8025	672501.1275	670143.7775000001	0	671375.2050000001	678156.225	653967.74	682083.7275	0	672175.1900000001	670762.8025	672501.1275	670143.7775000001
862	422.3838509353611	8.995054	0	512220.875	494665.20499999996	502160.8625	500710.2175	0	500163.58999999997	501727.43	497040.3875	510825.7525	0	512220.875	494665.20499999996	502160.8625	500710.2175
863	377.3261149664629	8.995669	0	613195.3525	618630.225	608479.8325	609490.79	0	616689.0725	616054.2625	604863.35	612189.515	0	613195.3525	618630.225	608479.8325	609490.79
864	400.7404067691512	9.010056	0	0.0	0.0	0.0	57554.1825	0	57554.1825	0.0	0.0	0.0	0	0.0	0.0	0.0	57554.1825
865	466.4102627308935	9.02443	0	221505.29	216039.84	228964.0525	227866.4975	0	217214.8775	228483.125	221748.9875	226928.69	0	221505.29	216039.84	228964.0525	227866.4975
866	333.2997252990478	9.030783	0	202928.985	205518.215	225612.3825	209299.4	0	199761.39500000002	217839.62	208788.7225	216969.245	0	202928.985	205518.215	225612.3825	209299.4
867	608.3925048254894	9.056716	0	0.0	496159.4275	0.0	0.0	0	79925.5075	163611.25	70361.28	182261.39	0	0.0	496159.4275	0.0	0.0
868	261.8947931606157	9.083551	0	305121.6325	303815.3975	303011.065	284783.245	0	296843.615	303006.305	296396.03	300485.39	0	305121.6325	303815.3975	303011.065	284783.245
869	323.198009760999	9.094641	0	33630.3675	182114.06	127638.675	42947.6825	0	49404.79	138055.56	155922.7525	42947.6825	0	33630.3675	182114.06	127638.675	42947.6825
870	346.2739814965052	9.093512	0	78860.7825	247830.09000000003	177124.685	139044.18	0	109005.7275	188956.7	258033.92750000002	86863.3825	0	78860.7825	247830.09000000003	177124.685	139044.18
871	301.216095047017	9.0939	0	0.0	70028.805	99920.1775	0.0	0	0.0	49396.4325	120552.54999999999	0.0	0	0.0	70028.805	99920.1775	0.0
872	259.1692900419243	9.091971	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
873	161.9695667075719	9.113111	0	683503.93	681362.2	688178.015	672699.5475	0	682548.69	694065.29	673516.9525	675612.76	0	683503.93	681362.2	688178.015	672699.5475
874	338.3415774952617	9.10565	0	182974.1475	187760.59	132739.95	180214.66	0	133437.8475	191823.3775	169388.6825	189039.44	0	182974.1475	187760.59	132739.95	180214.66
875	143.95900367025197	9.144359	0	1135681.125	1081154.2625	1065323.7149999999	1135948.175	0	1063086.5625	1161716.4249999998	1115416.0	1077888.29	0	1135681.125	1081154.2625	1065323.7149999999	1135948.175
876	237.221269722462	9.159942	0	3028787.125	2826246.75	2946911.375	2957542.575	0	2818232.475	2891188.3	3023795.825	3026271.2249999996	0	3028787.125	2826246.75	2946911.375	2957542.575
877	243.8842048333951	9.145127	0	480948.21499999997	455510.4975	452148.86	472845.875	0	462028.52749999997	466943.6325	475449.6025	457031.685	0	480948.21499999997	455510.4975	452148.86	472845.875
878	257.26628294873024	9.148558	0	6564390.625	5067638.55	4530315.45	6792068.875	0	5097468.25	6363423.7	5836909.55	5656612.0	0	6564390.625	5067638.55	4530315.45	6792068.875
879	323.1980091083032	9.107446	0	33630.3675	184984.905	132717.7425	42947.6825	0	49404.79	138055.56	163872.66499999998	42947.6825	0	33630.3675	184984.905	132717.7425	42947.6825
880	249.2213328825192	9.155559	0	184818.6575	166439.8325	174022.38499999998	178992.375	0	172433.4875	175900.9975	176462.5825	179476.1825	0	184818.6575	166439.8325	174022.38499999998	178992.375
881	346.2739818997391	9.096735	0	78860.7825	259540.2025	184153.0675	139044.18	0	109005.7275	188956.7	276772.4225	86863.3825	0	78860.7825	259540.2025	184153.0675	139044.18
882	273.18485527855404	9.168377	0	292072.7675	291251.38	264485.7375	286830.45	0	275117.495	282675.0325	285336.675	291511.1325	0	292072.7675	291251.38	264485.7375	286830.45
883	286.90619094612447	9.172599	0	295797.86	282723.43	287600.4475	271974.805	0	284123.01	282646.6825	279256.71	292070.14	0	295797.86	282723.43	287600.4475	271974.805
884	237.22127763527803	9.19503	0	3053216.075	2752101.875	2928558.45	2983779.8	0	2863403.325	3035868.7	2889440.25	2928943.925	0	3053216.075	2752101.875	2928558.45	2983779.8
885	211.2057079963827	9.197266	0	613543.1875	541642.2	583691.19	585829.78	0	577586.5375	591931.7025	569565.4275	585622.69	0	613543.1875	541642.2	583691.19	585829.78
886	261.89482258039806	9.184983	0	297271.7975	293368.73	296734.23	299004.705	0	294196.7975	293149.2275	300899.8825	298133.555	0	297271.7975	293368.73	296734.23	299004.705
887	613.5153886598501	9.19897	0	0.0	240338.82	0.0	0.0	0	96039.25	58631.61	85667.96	0.0	0	0.0	240338.82	0.0	0.0
888	414.4305517103244	9.2111435	0	302036.51	0.0	92992.82	0.0	0	0.0	233823.9	92992.82	68212.61	0	302036.51	0.0	92992.82	0.0
889	251.23695183641777	9.214024	0	372211.10250000004	360073.5175	338071.6625	352920.7725	0	368232.375	352299.89	350349.215	352395.575	0	372211.10250000004	360073.5175	338071.6625	352920.7725
890	546.4884181380374	9.216413	0	286310.75	266269.2425	267783.2975	287848.27749999997	0	291417.82	272141.0875	282680.2525	261972.4075	0	286310.75	266269.2425	267783.2975	287848.27749999997
891	268.26348102776524	9.227128	0	831165.9275	527062.7949999999	599088.65	758506.33	0	587644.5025	723770.5	733026.085	671382.615	0	831165.9275	527062.7949999999	599088.65	758506.33
892	780.552900231231	9.290887	0	0.0	0.0	0.0	110369.085	0	110369.085	0.0	0.0	0.0	0	0.0	0.0	0.0	110369.085
893	569.4891400565464	9.254667	0	0.0	355631.4975	0.0	0.0	0	135327.175	53123.9875	118399.475	48780.86	0	0.0	355631.4975	0.0	0.0
894	447.3317512973026	9.257943	0	510176.54	497060.695	478013.7975	494408.5475	0	478979.725	468816.3025	514789.14	517074.4125	0	510176.54	497060.695	478013.7975	494408.5475
895	485.2876058400471	9.258444	0	290469.86	273454.3675	278392.585	279080.865	0	270493.3625	264534.47250000003	293654.4225	292715.42000000004	0	290469.86	273454.3675	278392.585	279080.865
896	211.20571875365687	9.262903	0	721346.7775000001	679171.435	667182.8875	740349.4	0	686702.3375	669990.8225	719355.6375	732001.7025	0	721346.7775000001	679171.435	667182.8875	740349.4
897	471.31928113814826	9.259143	0	309968.83	326340.7625	319276.9125	307357.2875	0	314411.36	284625.2175	328225.805	335681.41000000003	0	309968.83	326340.7625	319276.9125	307357.2875
898	531.2743356761679	9.270974	0	154390.445	98123.98999999999	133685.9125	0.0	0	43540.8	81515.9625	113399.61499999999	147743.97	0	154390.445	98123.98999999999	133685.9125	0.0
899	576.3323633610202	9.270429	0	527989.4	373630.9675	343796.16	250603.435	0	322373.3825	281581.3575	400133.175	491932.0475	0	527989.4	373630.9675	343796.16	250603.435
900	270.27908711262194	9.288085	0	323318.75	319178.8825	306312.325	348029.18	0	324843.3425	324928.0775	319764.595	327303.1225	0	323318.75	319178.8825	306312.325	348029.18
901	772.5852889555923	9.300742	0	0.0	132769.98750000002	111975.42	263854.8	0	186618.525	128011.05750000001	77236.275	116734.35	0	0.0	132769.98750000002	111975.42	263854.8
902	613.5156157869894	9.311011	0	0.0	386901.57999999996	0.0	0.0	0	138713.975	96405.43	151782.175	0.0	0	0.0	386901.57999999996	0.0	0.0
903	283.4591921323669	9.318076	0	352896.75	0.0	95347.445	189418.1	0	110180.46	131223.375	300911.015	95347.445	0	352896.75	0.0	95347.445	189418.1
904	243.88419953590332	9.312871	0	576292.91	566569.7975	446047.7025	575129.755	0	439092.80000000005	606104.39	540974.725	577868.25	0	576292.91	566569.7975	446047.7025	575129.755
905	281.10729062903755	9.316075	0	228415.725	0.0	0.0	0.0	0	0.0	0.0	228415.725	0.0	0	228415.725	0.0	0.0	0.0
906	145.9544580913569	9.314591	0	404627.89	561006.8775000001	538305.6699999999	549753.7375	0	541632.525	539234.4750000001	404644.4025	568182.7725	0	404627.89	561006.8775000001	538305.6699999999	549753.7375
907	834.5402791223125	9.293495	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
908	143.95903441424068	9.315579	0	1475958.075	1369956.9749999999	1416147.325	1281009.65	0	1382448.05	1360372.8	1387263.475	1412987.7	0	1475958.075	1369956.9749999999	1416147.325	1281009.65
909	304.2606928728301	9.316433	0	751915.1599999999	366497.3025	530119.06	593639.1799999999	0	530601.0725	657463.3375	525543.1125	528563.1799999999	0	751915.1599999999	366497.3025	530119.06	593639.1799999999
910	282.2792880816748	9.3174715	0	316839107.5	184436355.0	243444735.0	299678107.5	0	231949747.5	298904642.5	245182382.5	268361532.5	0	316839107.5	184436355.0	243444735.0	299678107.5
911	384.2041441300576	9.3166685	0	701524.845	424620.0675	564915.4450000001	612358.455	0	543304.6875	611272.455	551931.32	596910.35	0	701524.845	424620.0675	564915.4450000001	612358.455
912	338.198441476432	9.316245	0	587398.49	318717.09750000003	328396.75	518786.35000000003	0	419407.405	536429.4650000001	330087.3875	467374.43	0	587398.49	318717.09750000003	328396.75	518786.35000000003
913	563.5515073423167	9.317633	0	3548517.3	1476735.0499999998	2314260.175	3708436.0	0	2285499.5	3496838.125	2695947.625	2569663.275	0	3548517.3	1476735.0499999998	2314260.175	3708436.0
914	212.2010882767612	9.317288	0	284071.905	190095.47749999998	268688.07999999996	282944.115	0	242248.785	347629.52	184609.3275	251311.945	0	284071.905	190095.47749999998	268688.07999999996	282944.115
915	283.2814588277243	9.31853	0	64853929.0	37637905.0	48791003.5	61178370.0	0	47518217.5	59998534.0	49875810.5	55068645.5	0	64853929.0	37637905.0	48791003.5	61178370.0
916	382.2041148796087	9.317445	0	494551.26249999995	285563.26749999996	382110.43	428186.4925	0	374461.295	432160.875	363001.9475	420787.335	0	494551.26249999995	285563.26749999996	382110.43	428186.4925
917	247.24210704993823	9.318361	0	1828460.575	1084891.44	1410417.0	1755580.925	0	1332626.0499999998	1778168.375	1398097.59	1570457.925	0	1828460.575	1084891.44	1410417.0	1755580.925
918	240.23222299254235	9.317536	0	329721.8975	119117.95749999999	207156.255	285828.6575	0	208047.08000000002	242036.8175	198959.095	292781.77499999997	0	329721.8975	119117.95749999999	207156.255	285828.6575
919	285.28755279473813	9.317668	0	388826.39	215731.56749999998	301371.435	392462.20499999996	0	228332.92500000002	401205.95499999996	328179.56	340673.15750000003	0	388826.39	215731.56749999998	301371.435	392462.20499999996
920	226.2167470543026	9.317624	0	440599.35750000004	261591.44	315061.205	406729.9575	0	314941.98750000005	415568.945	320036.365	373434.6625	0	440599.35750000004	261591.44	315061.205	406729.9575
921	281.1151920160028	9.321973	0	370315.115	162831.235	270344.975	435686.85	0	317487.5	266638.8	169048.05	486003.825	0	370315.115	162831.235	270344.975	435686.85
922	283.4508603177157	9.322397	0	380714.375	169296.1875	163229.725	448416.77499999997	0	331382.825	269547.35	178869.425	381857.4625	0	380714.375	169296.1875	163229.725	448416.77499999997
923	659.2878331734136	9.34358	0	201405.36	153909.8875	173841.12	0.0	0	84296.32	64757.52	182214.3875	197888.14	0	201405.36	153909.8875	173841.12	0.0
924	637.3056184654926	9.344679	0	1217993.825	870801.235	935046.5475	412513.22250000003	0	586873.385	759517.4349999999	977184.12	1112779.89	0	1217993.825	870801.235	935046.5475	412513.22250000003
925	654.332394675077	9.34514	0	1505293.6875	1105906.4	1159450.175	517885.615	0	728742.4475	916209.75	1215463.05	1428120.63	0	1505293.6875	1105906.4	1159450.175	517885.615
926	682.3635925502819	9.346744	0	933426.1975	723257.3875	739786.7625000001	351856.0875	0	496989.02	627735.63	711920.335	911681.45	0	933426.1975	723257.3875	739786.7625000001	351856.0875
927	407.7481970305909	9.348531	0	0.0	0.0	0.0	65180.7	0	65180.7	0.0	0.0	0.0	0	0.0	0.0	0.0	65180.7
928	163.96500413470878	9.379875	0	189322.96250000002	249432.5025	183082.1175	244437.0675	0	251386.055	188679.125	175539.325	250670.14500000002	0	189322.96250000002	249432.5025	183082.1175	244437.0675
929	161.9695828979964	9.380876	0	633548.02	629117.36	322633.69999999995	621550.15	0	457501.8475	486369.3225	616368.1599999999	646609.9	0	633548.02	629117.36	322633.69999999995	621550.15
930	261.8948800311194	9.384082	0	281768.445	279813.9925	287507.085	269072.6075	0	285295.02	273055.725	280901.3175	278910.0675	0	281768.445	279813.9925	287507.085	269072.6075
931	200.9724352601296	9.389779	0	164595.4925	217549.85499999998	228578.82	172486.8475	0	221478.39	225661.36000000002	171905.4975	164165.7675	0	164595.4925	217549.85499999998	228578.82	172486.8475
932	282.27916689828504	9.400603	0	14485732.0	8689076.0	10159605.875	15033003.375	0	9996417.5	14419865.5	12260307.375	11690826.875	0	14485732.0	8689076.0	10159605.875	15033003.375
933	251.2369315301689	9.412716	0	1398280.075	1283476.6	1214195.525	1393085.675	0	1348127.95	1312466.675	1327422.375	1301020.875	0	1398280.075	1283476.6	1214195.525	1393085.675
934	270.279103709424	9.4454775	0	3884195.25	2557576.225	2881435.4	3809987.625	0	2610425.875	3565370.075	3791783.975	3165614.575	0	3884195.25	2557576.225	2881435.4	3809987.625
935	369.2974508538367	9.448518	0	406891.575	394847.2275	410737.2375	371951.3275	0	380215.51749999996	383445.0225	434703.6275	386063.2	0	406891.575	394847.2275	410737.2375	371951.3275
936	392.3732701017588	9.449938	0	679984.15	652848.0625	720275.8975	628094.1499999999	0	634518.15	678667.6599999999	709964.875	658051.575	0	679984.15	652848.0625	720275.8975	628094.1499999999
937	621.2708931569472	9.454541	0	210157.62	292850.7675	302688.455	247977.155	0	243706.6925	284886.2725	303194.435	221886.59749999997	0	210157.62	292850.7675	302688.455	247977.155
938	436.39966333096646	9.461486	0	425071.35	387110.4125	434318.7675	391655.735	0	385655.205	411158.195	430096.7075	411246.1575	0	425071.35	387110.4125	434318.7675	391655.735
939	286.90607469910134	9.442317	0	288797.515	276904.305	279054.585	269285.775	0	270163.3925	281182.865	282293.95	280401.97250000003	0	288797.515	276904.305	279054.585	269285.775
940	391.3414820244536	9.472587	0	313659.16000000003	314626.19	319405.735	299752.75	0	304221.93	307258.95999999996	326074.4675	309888.4775	0	313659.16000000003	314626.19	319405.735	299752.75
941	457.3499007979572	9.472391	0	262600.04500000004	264327.0625	283437.245	264903.37	0	251837.39500000002	268669.73250000004	273517.0275	281243.5675	0	262600.04500000004	264327.0625	283437.245	264903.37
942	308.2946172320013	9.480353	0	746977.22	296573.53750000003	496489.60750000004	671175.6725	0	447113.325	645417.1125	622730.735	495954.865	0	746977.22	296573.53750000003	496489.60750000004	671175.6725
943	409.3716984389093	9.469152	0	331550.075	336157.3475	342075.525	307324.4675	0	314274.72250000003	337628.385	342446.04	322758.2675	0	331550.075	336157.3475	342075.525	307324.4675
944	261.8948365211717	9.504062	0	292014.5625	281550.945	272367.58	264784.6125	0	264342.3	283062.105	283559.5175	279753.77749999997	0	292014.5625	281550.945	272367.58	264784.6125
945	163.96497240004098	9.521779	0	255539.95500000002	242848.70500000002	246756.865	234437.325	0	236607.5475	242142.505	251157.475	249675.3225	0	255539.95500000002	242848.70500000002	246756.865	234437.325
946	200.9724170493761	9.531325	0	224933.3525	162784.04249999998	217361.6975	216430.46	0	217164.035	166169.15	218281.9725	219894.395	0	224933.3525	162784.04249999998	217361.6975	216430.46
947	261.8948415626357	9.559866	0	283655.195	207623.83000000002	280020.54	265054.6125	0	265720.945	206874.1625	280336.3375	283422.7325	0	283655.195	207623.83000000002	280020.54	265054.6125
948	442.4619082864494	9.560991	0	16174763.025	96312.4675	6073056.875	3598246.95	0	3373529.1100000003	13903098.675	4538138.275	4127613.2575	0	16174763.025	96312.4675	6073056.875	3598246.95
949	704.4865011125472	9.568204	0	281597.65	0.0	194910.6525	363114.1875	0	189793.345	276627.07	206447.6525	166754.4225	0	281597.65	0.0	194910.6525	363114.1875
950	641.5465696130995	9.566456	0	0.0	268778.11	0.0	0.0	0	107774.925	57150.5675	103852.6175	0.0	0	0.0	268778.11	0.0	0.0
951	143.95898197699617	9.536142	0	887539.685	922783.4775	630503.2875	648591.76	0	887324.8875	913393.5	426942.11	861757.7125	0	887539.685	922783.4775	630503.2875	648591.76
952	662.4395509947458	9.590885	0	172064.23249999998	0.0	37971.0825	161603.06	0	48078.375	152286.7225	127436.875	43836.4025	0	172064.23249999998	0.0	37971.0825	161603.06
953	270.2791151612872	9.588737	0	820897.1125	696058.9924999999	561044.9325	901738.55	0	646567.5975	862904.6075	758906.6425000001	711360.74	0	820897.1125	696058.9924999999	561044.9325	901738.55
954	145.95439449171442	9.594107	0	253274.0525	364751.0925	234315.955	330151.99	0	324576.0075	270944.28	263880.375	323092.4275	0	253274.0525	364751.0925	234315.955	330151.99
955	347.73673578496044	9.606353	0	0.0	351672.58	0.0	0.0	0	156377.475	67642.18	127652.925	0.0	0	0.0	351672.58	0.0	0.0
956	641.484530527088	9.604313	0	0.0	186957.265	0.0	0.0	0	98184.0	0.0	88773.265	0.0	0	0.0	186957.265	0.0	0.0
957	699.4453302564859	9.604313	0	0.0	223958.3075	0.0	0.0	0	133659.425	0.0	90298.8825	0.0	0	0.0	223958.3075	0.0	0.0
958	619.502148589381	9.606342	0	0.0	2421631.6	0.0	0.0	0	1056456.625	442871.55	754296.7	168006.725	0	0.0	2421631.6	0.0	0.0
959	597.5204903354645	9.60891	0	161759.575	38042999.75	356196.365	189243.61500000002	0	15455035.55	6102871.29	13982116.95	3210175.515	0	161759.575	38042999.75	356196.365	189243.61500000002
960	623.5359877741515	9.626513	0	0.0	3220137.3	0.0	0.0	0	1193604.75	471536.4	1269674.5	285321.65	0	0.0	3220137.3	0.0	0.0
961	593.2761907942316	9.627128	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
962	301.21608786828045	9.628711	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
963	440.4464939280486	9.63624	0	89079.14	0.0	0.0	0.0	0	0.0	89079.14	0.0	0.0	0	89079.14	0.0	0.0	0.0
964	582.2075762477172	9.695916	0	1804215.125	1859504.25	2225140.8	1891245.15	0	1811934.425	1988423.875	1894530.175	2085216.85	0	1804215.125	1859504.25	2225140.8	1891245.15
965	559.1316265644892	9.695916	0	1099197.4500000002	1065665.31	1288037.2	1103184.1375	0	997137.5875	1214757.035	1125952.175	1218237.3	0	1099197.4500000002	1065665.31	1288037.2	1103184.1375
966	371.10124024013504	9.6957855	0	655034.315	663275.38	780184.2849999999	725611.55	0	656494.7150000001	745942.885	676400.45	745267.48	0	655034.315	663275.38	780184.2849999999	725611.55
967	554.1764253928493	9.696349	0	1141181.09	1236226.075	1474403.875	1356528.7	0	1228121.365	1379249.2	1234085.675	1366883.5	0	1141181.09	1236226.075	1474403.875	1356528.7
968	456.4775913424303	9.715509	0	424974.385	0.0	107388.78	0.0	0	54436.555	370570.9	52952.225	54403.485	0	424974.385	0.0	107388.78	0.0
969	296.29473863543217	9.727794	0	795095.05	370603.625	518142.2275	737538.675	0	470900.975	695412.61	641248.9575	613817.035	0	795095.05	370603.625	518142.2275	737538.675
970	261.89485639779065	9.74762	0	271100.38	258966.3225	201761.3575	197875.64	0	258664.6575	271058.58999999997	202240.67500000002	197739.7775	0	271100.38	258966.3225	201761.3575	197875.64
971	611.536054080815	9.770153	0	0.0	369748.25	0.0	0.0	0	117943.915	89282.86	162521.475	0.0	0	0.0	369748.25	0.0	0.0
972	296.2947364267462	9.743925	0	303361.60250000004	228957.02	539574.3125	517455.9625	0	426255.0925	239887.895	458373.91	464832.0	0	303361.60250000004	228957.02	539574.3125	517455.9625
973	384.34723138516887	9.846719	0	437529.23	431380.4675	419357.8025	426706.42	0	422403.275	435047.59	402154.03	455369.025	0	437529.23	431380.4675	419357.8025	426706.42
974	338.3415853960084	9.854646	0	500224.1825	518206.38	498001.99	503343.5475	0	497591.3625	507763.235	475911.1125	538510.39	0	500224.1825	518206.38	498001.99	503343.5475
975	429.405102263424	9.856519	0	553755.675	565304.6475	558775.35	581766.925	0	572889.9	580731.2975	502938.88749999995	603042.5125	0	553755.675	565304.6475	558775.35	581766.925
976	406.329182080287	9.858449	0	688330.1375	736850.275	715804.5075	757312.79	0	716050.11	742840.3525	674251.325	765155.9225	0	688330.1375	736850.275	715804.5075	757312.79
977	470.4932496130723	9.861793	0	14119948.875	0.0	3086536.75	1996748.3325	0	2026520.45	13004792.5	2033739.0075	2138182.0	0	14119948.875	0.0	3086536.75	1996748.3325
978	395.2202759857257	9.900987	0	940883.2849999999	927387.335	889998.9400000001	876459.975	0	874614.22	941230.0125	919428.2375	899457.065	0	940883.2849999999	927387.335	889998.9400000001	876459.975
979	520.3553098923195	9.901173	0	345252.35	344406.70999999996	332365.35250000004	343124.3175	0	337895.63749999995	358168.375	332210.3875	336874.33	0	345252.35	344406.70999999996	332365.35250000004	343124.3175
980	621.2709913110332	9.904046	0	0.0	39306.3175	60356.89	0.0	0	0.0	28939.92	70723.2875	0.0	0	0.0	39306.3175	60356.89	0.0
981	756.5542125986642	9.905963	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
982	782.5696894697656	9.905963	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
983	786.6010670195735	9.914426	0	323373.22000000003	470318.945	466588.65249999997	1050710.72	0	920075.71	395083.66	520705.54000000004	475126.6275	0	323373.22000000003	470318.945	466588.65249999997	1050710.72
