#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
1042	spectra_filtered.mgf	*..*		:1461	4494	-1	0	626.217	1	0.918468	0	0	11103900.0	907381.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1042	-1	GNPS-LIBRARY.mgf	3158.99				17	0	1.97821	628.195	0	CCMSLIB00005435819
454	spectra_filtered.mgf	*..*		:5508	5506	-1	0	234.27	1	0.91443	0	0	2329.0	118686.0	ReSpect:PS106402 1-Isothiocyanato-8-(methylsulfinyl)-octane|8-Methylsulfinyloctyl isothiocyanate [M+H]	RESPECT	temp/spectra_filtered.mgf454	-1	RESPECT.mgf	733.988				8	0	0.171951	234.098	0	CCMSLIB00000219597
515	spectra_filtered.mgf	*..*		:1118	19581	-1	0	287.104	1	0.908058	0	0	332.996	233029.0	2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol [M+K]+	MONA	temp/spectra_filtered.mgf515	-1	MONA.mgf	4129.65				8	0	1.18564	288.29	0	CCMSLIB00004692181
331	spectra_filtered.mgf	*..*		:301	14162	-1	0	165.076	1	0.902931	0	0	73527700.0	2376440.0	Mannitol M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf331	-1	GNPS-LIBRARY.mgf	1.38652				7	0	0.000228882	165.076	0	CCMSLIB00012176426
1067	spectra_filtered.mgf	*..*		:1537	4495	-1	0	700.236	1	0.901476	0	0	8286830.0	677262.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1067	-1	GNPS-LIBRARY.mgf	2824.89				18	0	1.97809	702.214	0	CCMSLIB00005435820
449	spectra_filtered.mgf	*..*		:11368	29831	-1	0	228.071	1	0.899998	0	0	410.035	453685.0	MUCIC ACID [M+NH4]+	MONA	temp/spectra_filtered.mgf449	-1	MONA.mgf	547.406				9	0	0.124847	228.196	0	CCMSLIB00004702431
604	spectra_filtered.mgf	*..*		:34185	34185	-1	0	432.111	1	0.899687	0	0	144.292	11033200.0	Ex229 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf604	-1	MSNLIB-POSITIVE.mgf	294.786				6	0	0.12738	432.238	0	CCMSLIB00012336145
910	spectra_filtered.mgf	*..*		:4684	5620	-1	0	283.26	1	0.897765	0	0	2285130.0	36579400.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf910	-1	GNPS-NIST14-MATCHES.mgf	3462.24				10	0	0.980713	282.279	0	CCMSLIB00003140107
347	spectra_filtered.mgf	*..*		:301	14162	-1	0	165.076	1	0.89759	0	0	73527700.0	657703.0	Mannitol M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf347	-1	GNPS-LIBRARY.mgf	1.38652				7	0	0.000228882	165.076	0	CCMSLIB00012176426
363	spectra_filtered.mgf	*..*		:301	14162	-1	0	165.076	1	0.897581	0	0	73527700.0	221155.0	Mannitol M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf363	-1	GNPS-LIBRARY.mgf	1.38652				7	0	0.000228882	165.076	0	CCMSLIB00012176426
